sales,region,date
1629.0,west,2019-01-20 00:00:00
1611.0,north,2019-01-21 00:00:00
1515.0,south,2019-01-21 00:00:00
1614.0,east,2019-01-21 00:00:00
1593.0,west,2019-01-21 00:00:00
1719.0,north,2019-01-22 00:00:00
1506.0,south,2019-01-22 00:00:00
1794.0,east,2019-01-22 00:00:00
1731.0,west,2019-01-22 00:00:00
1662.0,north,2019-01-23 00:00:00
1728.0,south,2019-01-23 00:00:00
1563.0,east,2019-01-23 00:00:00
1662.0,west,2019-01-23 00:00:00
1647.0,north,2019-01-24 00:00:00
1638.0,south,2019-01-24 00:00:00
1557.0,east,2019-01-24 00:00:00
1518.0,west,2019-01-24 00:00:00
1560.0,north,2019-01-25 00:00:00
1656.0,south,2019-01-25 00:00:00
1707.0,east,2019-01-25 00:00:00
1767.0,west,2019-01-25 00:00:00
1671.0,north,2019-01-26 00:00:00
1686.0,south,2019-01-26 00:00:00
1653.0,east,2019-01-26 00:00:00
1647.0,west,2019-01-26 00:00:00
1524.0,north,2019-01-27 00:00:00
1503.0,south,2019-01-27 00:00:00
1533.0,east,2019-01-27 00:00:00
1785.0,west,2019-01-27 00:00:00
1731.0,north,2019-01-28 00:00:00
1782.0,south,2019-01-28 00:00:00
1560.0,east,2019-01-28 00:00:00
1782.0,west,2019-01-28 00:00:00
1500.0,north,2019-01-29 00:00:00
1728.0,south,2019-01-29 00:00:00
1605.0,east,2019-01-29 00:00:00
1614.0,west,2019-01-29 00:00:00
1782.0,north,2019-01-30 00:00:00
1638.0,south,2019-01-30 00:00:00
1797.0,east,2019-01-30 00:00:00
1641.0,west,2019-01-30 00:00:00
1650.0,north,2019-01-31 00:00:00
1536.0,south,2019-01-31 00:00:00
1599.0,east,2019-01-31 00:00:00
1740.0,west,2019-01-31 00:00:00
1749.0,north,2019-02-01 00:00:00
1581.0,south,2019-02-01 00:00:00
1662.0,east,2019-02-01 00:00:00
1509.0,west,2019-02-01 00:00:00
1596.0,north,2019-02-02 00:00:00
1638.0,south,2019-02-02 00:00:00
1746.0,east,2019-02-02 00:00:00
1611.0,west,2019-02-02 00:00:00
1602.0,north,2019-02-03 00:00:00
1722.0,south,2019-02-03 00:00:00
1734.0,east,2019-02-03 00:00:00
1749.0,west,2019-02-03 00:00:00
1548.0,north,2019-02-04 00:00:00
1647.0,south,2019-02-04 00:00:00
1560.0,east,2019-02-04 00:00:00
1542.0,west,2019-02-04 00:00:00
1617.0,north,2019-02-05 00:00:00
1659.0,south,2019-02-05 00:00:00
1674.0,east,2019-02-05 00:00:00
1524.0,west,2019-02-05 00:00:00
1551.0,north,2019-02-06 00:00:00
1722.0,south,2019-02-06 00:00:00
1563.0,east,2019-02-06 00:00:00
1692.0,west,2019-02-06 00:00:00
1734.0,north,2019-02-07 00:00:00
1584.0,south,2019-02-07 00:00:00
1662.0,east,2019-02-07 00:00:00
1545.0,west,2019-02-07 00:00:00
1662.0,north,2019-02-08 00:00:00
1614.0,south,2019-02-08 00:00:00
1719.0,east,2019-02-08 00:00:00
1788.0,west,2019-02-08 00:00:00
1779.0,north,2019-02-09 00:00:00
1665.0,south,2019-02-09 00:00:00
1605.0,east,2019-02-09 00:00:00
1641.0,west,2019-02-09 00:00:00
1725.0,north,2019-02-10 00:00:00
1611.0,south,2019-02-10 00:00:00
1560.0,east,2019-02-10 00:00:00
1575.0,west,2019-02-10 00:00:00
1563.0,north,2019-02-11 00:00:00
1773.0,south,2019-02-11 00:00:00
1536.0,east,2019-02-11 00:00:00
1551.0,west,2019-02-11 00:00:00
1572.0,north,2019-02-12 00:00:00
1608.0,south,2019-02-12 00:00:00
1752.0,east,2019-02-12 00:00:00
1734.0,west,2019-02-12 00:00:00
1686.0,north,2019-02-13 00:00:00
1782.0,south,2019-02-13 00:00:00
1500.0,east,2019-02-13 00:00:00
1731.0,west,2019-02-13 00:00:00
1725.0,north,2019-02-14 00:00:00
1578.0,south,2019-02-14 00:00:00
1560.0,east,2019-02-14 00:00:00
1644.0,west,2019-02-14 00:00:00
1566.0,north,2019-02-15 00:00:00
1584.0,south,2019-02-15 00:00:00
1695.0,east,2019-02-15 00:00:00
1734.0,west,2019-02-15 00:00:00
1794.0,north,2019-02-16 00:00:00
1731.0,south,2019-02-16 00:00:00
1674.0,east,2019-02-16 00:00:00
1599.0,west,2019-02-16 00:00:00
1512.0,north,2019-02-17 00:00:00
1653.0,south,2019-02-17 00:00:00
1722.0,east,2019-02-17 00:00:00
1641.0,west,2019-02-17 00:00:00
1695.0,north,2019-02-18 00:00:00
1749.0,south,2019-02-18 00:00:00
1728.0,east,2019-02-18 00:00:00
1764.0,west,2019-02-18 00:00:00
1716.0,north,2019-02-19 00:00:00
1599.0,south,2019-02-19 00:00:00
1596.0,east,2019-02-19 00:00:00
1644.0,west,2019-02-19 00:00:00
1740.0,north,2019-02-20 00:00:00
1641.0,south,2019-02-20 00:00:00
1566.0,east,2019-02-20 00:00:00
1656.0,west,2019-02-20 00:00:00
1599.0,north,2019-02-21 00:00:00
1725.0,south,2019-02-21 00:00:00
1731.0,east,2019-02-21 00:00:00
1719.0,west,2019-02-21 00:00:00
1770.0,north,2019-02-22 00:00:00
1794.0,south,2019-02-22 00:00:00
1725.0,east,2019-02-22 00:00:00
1713.0,west,2019-02-22 00:00:00
1599.0,north,2019-02-23 00:00:00
1743.0,south,2019-02-23 00:00:00
1518.0,east,2019-02-23 00:00:00
1614.0,west,2019-02-23 00:00:00
1692.0,north,2019-02-24 00:00:00
1755.0,south,2019-02-24 00:00:00
1653.0,east,2019-02-24 00:00:00
1524.0,west,2019-02-24 00:00:00
1635.0,north,2019-02-25 00:00:00
1734.0,south,2019-02-25 00:00:00
1713.0,east,2019-02-25 00:00:00
1578.0,west,2019-02-25 00:00:00
1566.0,north,2019-02-26 00:00:00
1653.0,south,2019-02-26 00:00:00
1506.0,east,2019-02-26 00:00:00
1656.0,west,2019-02-26 00:00:00
1593.0,north,2019-02-27 00:00:00
1545.0,south,2019-02-27 00:00:00
1734.0,east,2019-02-27 00:00:00
1635.0,west,2019-02-27 00:00:00
1710.0,north,2019-02-28 00:00:00
1569.0,south,2019-02-28 00:00:00
1731.0,east,2019-02-28 00:00:00
1599.0,west,2019-02-28 00:00:00
1593.0,north,2019-03-01 00:00:00
1707.0,south,2019-03-01 00:00:00
1638.0,east,2019-03-01 00:00:00
1539.0,west,2019-03-01 00:00:00
1782.0,north,2019-03-02 00:00:00
1794.0,south,2019-03-02 00:00:00
1608.0,east,2019-03-02 00:00:00
1689.0,west,2019-03-02 00:00:00
1698.0,north,2019-03-03 00:00:00
1518.0,south,2019-03-03 00:00:00
1593.0,east,2019-03-03 00:00:00
1611.0,west,2019-03-03 00:00:00
1587.0,north,2019-03-04 00:00:00
1686.0,south,2019-03-04 00:00:00
1518.0,east,2019-03-04 00:00:00
1632.0,west,2019-03-04 00:00:00
1566.0,north,2019-03-05 00:00:00
1569.0,south,2019-03-05 00:00:00
1743.0,east,2019-03-05 00:00:00
1557.0,west,2019-03-05 00:00:00
1746.0,north,2019-03-06 00:00:00
1662.0,south,2019-03-06 00:00:00
1674.0,east,2019-03-06 00:00:00
1608.0,west,2019-03-06 00:00:00
1551.0,north,2019-03-07 00:00:00
1581.0,south,2019-03-07 00:00:00
1560.0,east,2019-03-07 00:00:00
1674.0,west,2019-03-07 00:00:00
1521.0,north,2019-03-08 00:00:00
1782.0,south,2019-03-08 00:00:00
1617.0,east,2019-03-08 00:00:00
1797.0,west,2019-03-08 00:00:00
1533.0,north,2019-03-09 00:00:00
1749.0,south,2019-03-09 00:00:00
1656.0,east,2019-03-09 00:00:00
1644.0,west,2019-03-09 00:00:00
1545.0,north,2019-03-10 00:00:00
1776.0,south,2019-03-10 00:00:00
1650.0,east,2019-03-10 00:00:00
1737.0,west,2019-03-10 00:00:00
1659.0,north,2019-03-11 00:00:00
1722.0,south,2019-03-11 00:00:00
1689.0,east,2019-03-11 00:00:00
1692.0,west,2019-03-11 00:00:00
1518.0,north,2019-03-12 00:00:00
1581.0,south,2019-03-12 00:00:00
1626.0,east,2019-03-12 00:00:00
1668.0,west,2019-03-12 00:00:00
1524.0,north,2019-03-13 00:00:00
1797.0,south,2019-03-13 00:00:00
1542.0,east,2019-03-13 00:00:00
1653.0,west,2019-03-13 00:00:00
1677.0,north,2019-03-14 00:00:00
1524.0,south,2019-03-14 00:00:00
1692.0,east,2019-03-14 00:00:00
1704.0,west,2019-03-14 00:00:00
1647.0,north,2019-03-15 00:00:00
1671.0,south,2019-03-15 00:00:00
1563.0,east,2019-03-15 00:00:00
1650.0,west,2019-03-15 00:00:00
1563.0,north,2019-03-16 00:00:00
1680.0,south,2019-03-16 00:00:00
1728.0,east,2019-03-16 00:00:00
1680.0,west,2019-03-16 00:00:00
1683.0,north,2019-03-17 00:00:00
1638.0,south,2019-03-17 00:00:00
1545.0,east,2019-03-17 00:00:00
1671.0,west,2019-03-17 00:00:00
1701.0,north,2019-03-18 00:00:00
1515.0,south,2019-03-18 00:00:00
1764.0,east,2019-03-18 00:00:00
1668.0,west,2019-03-18 00:00:00
1677.0,north,2019-03-19 00:00:00
1752.0,south,2019-03-19 00:00:00
1635.0,east,2019-03-19 00:00:00
1605.0,west,2019-03-19 00:00:00
1635.0,north,2019-03-20 00:00:00
1596.0,south,2019-03-20 00:00:00
1608.0,east,2019-03-20 00:00:00
1779.0,west,2019-03-20 00:00:00
1776.0,north,2019-03-21 00:00:00
1635.0,south,2019-03-21 00:00:00
1791.0,east,2019-03-21 00:00:00
1779.0,west,2019-03-21 00:00:00
1746.0,north,2019-03-22 00:00:00
1545.0,south,2019-03-22 00:00:00
1767.0,east,2019-03-22 00:00:00
1731.0,west,2019-03-22 00:00:00
1734.0,north,2019-03-23 00:00:00
1509.0,south,2019-03-23 00:00:00
1686.0,east,2019-03-23 00:00:00
1797.0,west,2019-03-23 00:00:00
1566.0,north,2019-03-24 00:00:00
1557.0,south,2019-03-24 00:00:00
1797.0,east,2019-03-24 00:00:00
1755.0,west,2019-03-24 00:00:00
1650.0,north,2019-03-25 00:00:00
1500.0,south,2019-03-25 00:00:00
1554.0,east,2019-03-25 00:00:00
1734.0,west,2019-03-25 00:00:00
1701.0,north,2019-03-26 00:00:00
1782.0,south,2019-03-26 00:00:00
1797.0,east,2019-03-26 00:00:00
1557.0,west,2019-03-26 00:00:00
1668.0,north,2019-03-27 00:00:00
1575.0,south,2019-03-27 00:00:00
1608.0,east,2019-03-27 00:00:00
1527.0,west,2019-03-27 00:00:00
1518.0,north,2019-03-28 00:00:00
1509.0,south,2019-03-28 00:00:00
1767.0,east,2019-03-28 00:00:00
1557.0,west,2019-03-28 00:00:00
1605.0,north,2019-03-29 00:00:00
1686.0,south,2019-03-29 00:00:00
1656.0,east,2019-03-29 00:00:00
1653.0,west,2019-03-29 00:00:00
1722.0,north,2019-03-30 00:00:00
1593.0,south,2019-03-30 00:00:00
1557.0,east,2019-03-30 00:00:00
1710.0,west,2019-03-30 00:00:00
1785.0,north,2019-03-31 00:00:00
1710.0,south,2019-03-31 00:00:00
1653.0,east,2019-03-31 00:00:00
1572.0,west,2019-03-31 00:00:00
1512.0,north,2019-04-01 00:00:00
1794.0,south,2019-04-01 00:00:00
1569.0,east,2019-04-01 00:00:00
1608.0,west,2019-04-01 00:00:00
1623.0,north,2019-04-02 00:00:00
1791.0,south,2019-04-02 00:00:00
1785.0,east,2019-04-02 00:00:00
1629.0,west,2019-04-02 00:00:00
1539.0,north,2019-04-03 00:00:00
1626.0,south,2019-04-03 00:00:00
1695.0,east,2019-04-03 00:00:00
1518.0,west,2019-04-03 00:00:00
1530.0,north,2019-04-04 00:00:00
1683.0,south,2019-04-04 00:00:00
1662.0,east,2019-04-04 00:00:00
1632.0,west,2019-04-04 00:00:00
1614.0,north,2019-04-05 00:00:00
1605.0,south,2019-04-05 00:00:00
1662.0,east,2019-04-05 00:00:00
1713.0,west,2019-04-05 00:00:00
1749.0,north,2019-04-06 00:00:00
1713.0,south,2019-04-06 00:00:00
1716.0,east,2019-04-06 00:00:00
1557.0,west,2019-04-06 00:00:00
1605.0,north,2019-04-07 00:00:00
1635.0,south,2019-04-07 00:00:00
1518.0,east,2019-04-07 00:00:00
1632.0,west,2019-04-07 00:00:00
1713.0,north,2019-04-08 00:00:00
1779.0,south,2019-04-08 00:00:00
1743.0,east,2019-04-08 00:00:00
1575.0,west,2019-04-08 00:00:00
1728.0,north,2019-04-09 00:00:00
1719.0,south,2019-04-09 00:00:00
1755.0,east,2019-04-09 00:00:00
1617.0,west,2019-04-09 00:00:00
1542.0,north,2019-04-10 00:00:00
1626.0,south,2019-04-10 00:00:00
1509.0,east,2019-04-10 00:00:00
1638.0,west,2019-04-10 00:00:00
1581.0,north,2019-04-11 00:00:00
1680.0,south,2019-04-11 00:00:00
1569.0,east,2019-04-11 00:00:00
1635.0,west,2019-04-11 00:00:00
1539.0,north,2019-04-12 00:00:00
1587.0,south,2019-04-12 00:00:00
1593.0,east,2019-04-12 00:00:00
1581.0,west,2019-04-12 00:00:00
1515.0,north,2019-04-13 00:00:00
1611.0,south,2019-04-13 00:00:00
1644.0,east,2019-04-13 00:00:00
1794.0,west,2019-04-13 00:00:00
1500.0,north,2019-04-14 00:00:00
1737.0,south,2019-04-14 00:00:00
1722.0,east,2019-04-14 00:00:00
1764.0,west,2019-04-14 00:00:00
1530.0,north,2019-04-15 00:00:00
1602.0,south,2019-04-15 00:00:00
1524.0,east,2019-04-15 00:00:00
1770.0,west,2019-04-15 00:00:00
1596.0,north,2019-04-16 00:00:00
1668.0,south,2019-04-16 00:00:00
1584.0,east,2019-04-16 00:00:00
1713.0,west,2019-04-16 00:00:00
1569.0,north,2019-04-17 00:00:00
1686.0,south,2019-04-17 00:00:00
1647.0,east,2019-04-17 00:00:00
1509.0,west,2019-04-17 00:00:00
1590.0,north,2019-04-18 00:00:00
1650.0,south,2019-04-18 00:00:00
1557.0,east,2019-04-18 00:00:00
1575.0,west,2019-04-18 00:00:00
1773.0,north,2019-04-19 00:00:00
1629.0,south,2019-04-19 00:00:00
1524.0,east,2019-04-19 00:00:00
1512.0,west,2019-04-19 00:00:00
1521.0,north,2019-04-20 00:00:00
1653.0,south,2019-04-20 00:00:00
1584.0,east,2019-04-20 00:00:00
1713.0,west,2019-04-20 00:00:00
1683.0,north,2019-04-21 00:00:00
1749.0,south,2019-04-21 00:00:00
1545.0,east,2019-04-21 00:00:00
1629.0,west,2019-04-21 00:00:00
1533.0,north,2019-04-22 00:00:00
1587.0,south,2019-04-22 00:00:00
1671.0,east,2019-04-22 00:00:00
1650.0,west,2019-04-22 00:00:00
1668.0,north,2019-04-23 00:00:00
1674.0,south,2019-04-23 00:00:00
1728.0,east,2019-04-23 00:00:00
1518.0,west,2019-04-23 00:00:00
1554.0,north,2019-04-24 00:00:00
1719.0,south,2019-04-24 00:00:00
1746.0,east,2019-04-24 00:00:00
1665.0,west,2019-04-24 00:00:00
1503.0,north,2019-04-25 00:00:00
1692.0,south,2019-04-25 00:00:00
1725.0,east,2019-04-25 00:00:00
1764.0,west,2019-04-25 00:00:00
1710.0,north,2019-04-26 00:00:00
1635.0,south,2019-04-26 00:00:00
1764.0,east,2019-04-26 00:00:00
1758.0,west,2019-04-26 00:00:00
1740.0,north,2019-04-27 00:00:00
1776.0,south,2019-04-27 00:00:00
1740.0,east,2019-04-27 00:00:00
1620.0,west,2019-04-27 00:00:00
1566.0,north,2019-04-28 00:00:00
1704.0,south,2019-04-28 00:00:00
1578.0,east,2019-04-28 00:00:00
1503.0,west,2019-04-28 00:00:00
1602.0,north,2019-04-29 00:00:00
1791.0,south,2019-04-29 00:00:00
1752.0,east,2019-04-29 00:00:00
1800.0,west,2019-04-29 00:00:00
1719.0,north,2019-04-30 00:00:00
1767.0,south,2019-04-30 00:00:00
1500.0,east,2019-04-30 00:00:00
1623.0,west,2019-04-30 00:00:00
1665.0,north,2019-05-01 00:00:00
1800.0,south,2019-05-01 00:00:00
1731.0,east,2019-05-01 00:00:00
1542.0,west,2019-05-01 00:00:00
1575.0,north,2019-05-02 00:00:00
1548.0,south,2019-05-02 00:00:00
1797.0,east,2019-05-02 00:00:00
1521.0,west,2019-05-02 00:00:00
1560.0,north,2019-05-03 00:00:00
1521.0,south,2019-05-03 00:00:00
1605.0,east,2019-05-03 00:00:00
1740.0,west,2019-05-03 00:00:00
1617.0,north,2019-05-04 00:00:00
1743.0,south,2019-05-04 00:00:00
1629.0,east,2019-05-04 00:00:00
1749.0,west,2019-05-04 00:00:00
1512.0,north,2019-05-05 00:00:00
1746.0,south,2019-05-05 00:00:00
1530.0,east,2019-05-05 00:00:00
1611.0,west,2019-05-05 00:00:00
1569.0,north,2019-05-06 00:00:00
1689.0,south,2019-05-06 00:00:00
1557.0,east,2019-05-06 00:00:00
1560.0,west,2019-05-06 00:00:00
1650.0,north,2019-05-07 00:00:00
1695.0,south,2019-05-07 00:00:00
1620.0,east,2019-05-07 00:00:00
1644.0,west,2019-05-07 00:00:00
1800.0,north,2019-05-08 00:00:00
1515.0,south,2019-05-08 00:00:00
1785.0,east,2019-05-08 00:00:00
1650.0,west,2019-05-08 00:00:00
1797.0,north,2019-05-09 00:00:00
1641.0,south,2019-05-09 00:00:00
1665.0,east,2019-05-09 00:00:00
1767.0,west,2019-05-09 00:00:00
1500.0,north,2019-05-10 00:00:00
1788.0,south,2019-05-10 00:00:00
1725.0,east,2019-05-10 00:00:00
1557.0,west,2019-05-10 00:00:00
1503.0,north,2019-05-11 00:00:00
1518.0,south,2019-05-11 00:00:00
1650.0,east,2019-05-11 00:00:00
1614.0,west,2019-05-11 00:00:00
1743.0,north,2019-05-12 00:00:00
1524.0,south,2019-05-12 00:00:00
1761.0,east,2019-05-12 00:00:00
1743.0,west,2019-05-12 00:00:00
1563.0,north,2019-05-13 00:00:00
1716.0,south,2019-05-13 00:00:00
1560.0,east,2019-05-13 00:00:00
1614.0,west,2019-05-13 00:00:00
1617.0,north,2019-05-14 00:00:00
1761.0,south,2019-05-14 00:00:00
1635.0,east,2019-05-14 00:00:00
1614.0,west,2019-05-14 00:00:00
1509.0,north,2019-05-15 00:00:00
1650.0,south,2019-05-15 00:00:00
1755.0,east,2019-05-15 00:00:00
1569.0,west,2019-05-15 00:00:00
1605.0,north,2019-05-16 00:00:00
1695.0,south,2019-05-16 00:00:00
1662.0,east,2019-05-16 00:00:00
1605.0,west,2019-05-16 00:00:00
1731.0,north,2019-05-17 00:00:00
1590.0,south,2019-05-17 00:00:00
1620.0,east,2019-05-17 00:00:00
1752.0,west,2019-05-17 00:00:00
1533.0,north,2019-05-18 00:00:00
1737.0,south,2019-05-18 00:00:00
1608.0,east,2019-05-18 00:00:00
1662.0,west,2019-05-18 00:00:00
1797.0,north,2019-05-19 00:00:00
1728.0,south,2019-05-19 00:00:00
1686.0,east,2019-05-19 00:00:00
1650.0,west,2019-05-19 00:00:00
1695.0,north,2019-05-20 00:00:00
1752.0,south,2019-05-20 00:00:00
1785.0,east,2019-05-20 00:00:00
1668.0,west,2019-05-20 00:00:00
1515.0,north,2019-05-21 00:00:00
1683.0,south,2019-05-21 00:00:00
1794.0,east,2019-05-21 00:00:00
1533.0,west,2019-05-21 00:00:00
1599.0,north,2019-05-22 00:00:00
1761.0,south,2019-05-22 00:00:00
1761.0,east,2019-05-22 00:00:00
1722.0,west,2019-05-22 00:00:00
1626.0,north,2019-05-23 00:00:00
1668.0,south,2019-05-23 00:00:00
1641.0,east,2019-05-23 00:00:00
1740.0,west,2019-05-23 00:00:00
1650.0,north,2019-05-24 00:00:00
1623.0,south,2019-05-24 00:00:00
1653.0,east,2019-05-24 00:00:00
1773.0,west,2019-05-24 00:00:00
1788.0,north,2019-05-25 00:00:00
1581.0,south,2019-05-25 00:00:00
1677.0,east,2019-05-25 00:00:00
1569.0,west,2019-05-25 00:00:00
1791.0,north,2019-05-26 00:00:00
1617.0,south,2019-05-26 00:00:00
1638.0,east,2019-05-26 00:00:00
1542.0,west,2019-05-26 00:00:00
1590.0,north,2019-05-27 00:00:00
1704.0,south,2019-05-27 00:00:00
1680.0,east,2019-05-27 00:00:00
1527.0,west,2019-05-27 00:00:00
1635.0,north,2019-05-28 00:00:00
1755.0,south,2019-05-28 00:00:00
1560.0,east,2019-05-28 00:00:00
1533.0,west,2019-05-28 00:00:00
1599.0,north,2019-05-29 00:00:00
1677.0,south,2019-05-29 00:00:00
1581.0,east,2019-05-29 00:00:00
1680.0,west,2019-05-29 00:00:00
1692.0,north,2019-05-30 00:00:00
1644.0,south,2019-05-30 00:00:00
1716.0,east,2019-05-30 00:00:00
1761.0,west,2019-05-30 00:00:00
1716.0,north,2019-05-31 00:00:00
1764.0,south,2019-05-31 00:00:00
1677.0,east,2019-05-31 00:00:00
1605.0,west,2019-05-31 00:00:00
1680.0,north,2019-06-01 00:00:00
1695.0,south,2019-06-01 00:00:00
1548.0,east,2019-06-01 00:00:00
1689.0,west,2019-06-01 00:00:00
1755.0,north,2019-06-02 00:00:00
1707.0,south,2019-06-02 00:00:00
1557.0,east,2019-06-02 00:00:00
1644.0,west,2019-06-02 00:00:00
1719.0,north,2019-06-03 00:00:00
1680.0,south,2019-06-03 00:00:00
1581.0,east,2019-06-03 00:00:00
1749.0,west,2019-06-03 00:00:00
1602.0,north,2019-06-04 00:00:00
1704.0,south,2019-06-04 00:00:00
1602.0,east,2019-06-04 00:00:00
1554.0,west,2019-06-04 00:00:00
1632.0,north,2019-06-05 00:00:00
1560.0,south,2019-06-05 00:00:00
1647.0,east,2019-06-05 00:00:00
1560.0,west,2019-06-05 00:00:00
1662.0,north,2019-06-06 00:00:00
1545.0,south,2019-06-06 00:00:00
1614.0,east,2019-06-06 00:00:00
1746.0,west,2019-06-06 00:00:00
1713.0,north,2019-06-07 00:00:00
1668.0,south,2019-06-07 00:00:00
1503.0,east,2019-06-07 00:00:00
1758.0,west,2019-06-07 00:00:00
1656.0,north,2019-06-08 00:00:00
1560.0,south,2019-06-08 00:00:00
1710.0,east,2019-06-08 00:00:00
1677.0,west,2019-06-08 00:00:00
1782.0,north,2019-06-09 00:00:00
1665.0,south,2019-06-09 00:00:00
1782.0,east,2019-06-09 00:00:00
1797.0,west,2019-06-09 00:00:00
1698.0,north,2019-06-10 00:00:00
1689.0,south,2019-06-10 00:00:00
1623.0,east,2019-06-10 00:00:00
1767.0,west,2019-06-10 00:00:00
1635.0,north,2019-06-11 00:00:00
1563.0,south,2019-06-11 00:00:00
1785.0,east,2019-06-11 00:00:00
1521.0,west,2019-06-11 00:00:00
1728.0,north,2019-06-12 00:00:00
1515.0,south,2019-06-12 00:00:00
1548.0,east,2019-06-12 00:00:00
1677.0,west,2019-06-12 00:00:00
1587.0,north,2019-06-13 00:00:00
1719.0,south,2019-06-13 00:00:00
1587.0,east,2019-06-13 00:00:00
1773.0,west,2019-06-13 00:00:00
1557.0,north,2019-06-14 00:00:00
1680.0,south,2019-06-14 00:00:00
1773.0,east,2019-06-14 00:00:00
1509.0,west,2019-06-14 00:00:00
1602.0,north,2019-06-15 00:00:00
1794.0,south,2019-06-15 00:00:00
1764.0,east,2019-06-15 00:00:00
1785.0,west,2019-06-15 00:00:00
1662.0,north,2019-06-16 00:00:00
1563.0,south,2019-06-16 00:00:00
1671.0,east,2019-06-16 00:00:00
1533.0,west,2019-06-16 00:00:00
1587.0,north,2019-06-17 00:00:00
1512.0,south,2019-06-17 00:00:00
1536.0,east,2019-06-17 00:00:00
1566.0,west,2019-06-17 00:00:00
1767.0,north,2019-06-18 00:00:00
1614.0,south,2019-06-18 00:00:00
1776.0,east,2019-06-18 00:00:00
1728.0,west,2019-06-18 00:00:00
1614.0,north,2019-06-19 00:00:00
1572.0,south,2019-06-19 00:00:00
1614.0,east,2019-06-19 00:00:00
1734.0,west,2019-06-19 00:00:00
1566.0,north,2019-06-20 00:00:00
1632.0,south,2019-06-20 00:00:00
1785.0,east,2019-06-20 00:00:00
1770.0,west,2019-06-20 00:00:00
1725.0,north,2019-06-21 00:00:00
1542.0,south,2019-06-21 00:00:00
1677.0,east,2019-06-21 00:00:00
1533.0,west,2019-06-21 00:00:00
1578.0,north,2019-06-22 00:00:00
1713.0,south,2019-06-22 00:00:00
1776.0,east,2019-06-22 00:00:00
1515.0,west,2019-06-22 00:00:00
1587.0,north,2019-06-23 00:00:00
1770.0,south,2019-06-23 00:00:00
1773.0,east,2019-06-23 00:00:00
1671.0,west,2019-06-23 00:00:00
1704.0,north,2019-06-24 00:00:00
1545.0,south,2019-06-24 00:00:00
1671.0,east,2019-06-24 00:00:00
1800.0,west,2019-06-24 00:00:00
1611.0,north,2019-06-25 00:00:00
1797.0,south,2019-06-25 00:00:00
1623.0,east,2019-06-25 00:00:00
1776.0,west,2019-06-25 00:00:00
1677.0,north,2019-06-26 00:00:00
1800.0,south,2019-06-26 00:00:00
1794.0,east,2019-06-26 00:00:00
1686.0,west,2019-06-26 00:00:00
1671.0,north,2019-06-27 00:00:00
1635.0,south,2019-06-27 00:00:00
1740.0,east,2019-06-27 00:00:00
1671.0,west,2019-06-27 00:00:00
1671.0,north,2019-06-28 00:00:00
1770.0,south,2019-06-28 00:00:00
1773.0,east,2019-06-28 00:00:00
1581.0,west,2019-06-28 00:00:00
1533.0,north,2019-06-29 00:00:00
1650.0,south,2019-06-29 00:00:00
1536.0,east,2019-06-29 00:00:00
1548.0,west,2019-06-29 00:00:00
1785.0,north,2019-06-30 00:00:00
1614.0,south,2019-06-30 00:00:00
1569.0,east,2019-06-30 00:00:00
1800.0,west,2019-06-30 00:00:00
1644.0,north,2019-07-01 00:00:00
1659.0,south,2019-07-01 00:00:00
1659.0,east,2019-07-01 00:00:00
1644.0,west,2019-07-01 00:00:00
1656.0,north,2019-07-02 00:00:00
1566.0,south,2019-07-02 00:00:00
1686.0,east,2019-07-02 00:00:00
1677.0,west,2019-07-02 00:00:00
1770.0,north,2019-07-03 00:00:00
1689.0,south,2019-07-03 00:00:00
1704.0,east,2019-07-03 00:00:00
1800.0,west,2019-07-03 00:00:00
1782.0,north,2019-07-04 00:00:00
1746.0,south,2019-07-04 00:00:00
1527.0,east,2019-07-04 00:00:00
1581.0,west,2019-07-04 00:00:00
1518.0,north,2019-07-05 00:00:00
1554.0,south,2019-07-05 00:00:00
1548.0,east,2019-07-05 00:00:00
1533.0,west,2019-07-05 00:00:00
1791.0,north,2019-07-06 00:00:00
1578.0,south,2019-07-06 00:00:00
1779.0,east,2019-07-06 00:00:00
1704.0,west,2019-07-06 00:00:00
1587.0,north,2019-07-07 00:00:00
1593.0,south,2019-07-07 00:00:00
1644.0,east,2019-07-07 00:00:00
1680.0,west,2019-07-07 00:00:00
1614.0,north,2019-07-08 00:00:00
1704.0,south,2019-07-08 00:00:00
1797.0,east,2019-07-08 00:00:00
1770.0,west,2019-07-08 00:00:00
1605.0,north,2019-07-09 00:00:00
1686.0,south,2019-07-09 00:00:00
1794.0,east,2019-07-09 00:00:00
1713.0,west,2019-07-09 00:00:00
1755.0,north,2019-07-10 00:00:00
1500.0,south,2019-07-10 00:00:00
1632.0,east,2019-07-10 00:00:00
1800.0,west,2019-07-10 00:00:00
1800.0,north,2019-07-11 00:00:00
1650.0,south,2019-07-11 00:00:00
1704.0,east,2019-07-11 00:00:00
1590.0,west,2019-07-11 00:00:00
1779.0,north,2019-07-12 00:00:00
1554.0,south,2019-07-12 00:00:00
1635.0,east,2019-07-12 00:00:00
1608.0,west,2019-07-12 00:00:00
1791.0,north,2019-07-13 00:00:00
1779.0,south,2019-07-13 00:00:00
1527.0,east,2019-07-13 00:00:00
1689.0,west,2019-07-13 00:00:00
1782.0,north,2019-07-14 00:00:00
1662.0,south,2019-07-14 00:00:00
